word	partOfSpeech	English	source_url
división	noun	division, divide	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
do	noun	where	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
drama	noun	drama (genre in art, film, theatre and literature or a work	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
drenaje	noun	drainage	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
economista	noun	economist	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
edificación	noun	building (process)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
editor	noun	editor	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
elasticidad	noun	elasticity	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
eludir	verb	to circumvent, to elude	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
embarazo	noun	pregnancy, childbearing	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
emblema	noun	emblem	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
emborrachar	verb	to intoxicate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
emergente	adjective	emerging, upcoming	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
encorvar	verb	to curve, to bend	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
enfriar	verb	to cool, chill	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
entramado	noun	framework, structure	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
enumerar	verb	to enumerate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
envergadura	noun	wingspan (of a bird, airplane)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
equidad	noun	equity, fairness	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
equipamiento	noun	equipment, gear	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
equipar	verb	to equip (to furnish for service)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
escolarización	noun	schooling (attendance of school)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
esfumar	verb	to soften; to tone down	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
especificar	verb	to specify	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
estallido	noun	explosion	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
estricto	adjective	strict	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
estructurar	verb	to structure	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
estudiante	noun	that studies, who studies	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
euro	noun	euro (currency)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
excitación	noun	arousal	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
exigente	adjective	demanding, picky	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
explícito	adjective	explicit	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
fecundación	noun	fertilization	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
federación	noun	federation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
festejar	verb	to celebrate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
festejo	noun	celebration	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
festival	noun	festival	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
filial	noun	filial	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
fiscalía	noun	public prosecutor's office (UK)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
flacidez	noun	flaccidity	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
fobia	noun	phobia	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
fortalecimiento	noun	fortifying	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
fundamentar	verb	to build the basis for	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
galaxia	noun	galaxy	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
generacional	adjective	generational	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
genoma	noun	genome (complete genetic information of an organism)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
global	adjective	global (concerning all parts of the world)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
gradual	adjective	gradual	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
gremio	noun	guild, association	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
guajolote	noun	turkey (bird)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
hueva	noun	spawn (eggs of an aquatic organism)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
humanístico	adjective	humanistic	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
impactar	verb	to impact, to crash into	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
incentivo	noun	incentive, stimulus	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
incierto	adjective	uncertain	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
inclusive	adverb	including, even	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
infertilidad	noun	infertility	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ingenuidad	noun	naivety	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ingerir	verb	to ingest	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
inmobiliaria	noun	real-estate agency	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
innovación	noun	innovation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
insostenible	adjective	unsustainable	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
inspector	noun	inspector	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
interminable	adjective	interminable	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
interrelación	noun	interrelation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
invisibilidad	noun	invisibility	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
jerga	noun	jargon; slang	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
kinésica	noun	feminine singular of kinésico	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
lactancia	noun	breastfeeding	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
lanzamiento	noun	launch (act of launching)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
legislación	noun	legislation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
licenciatura	noun	degree, bachelor	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
lima	noun	lime (fruit)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
localización	noun	localization	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
luminosidad	noun	luminosity	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
magnitud	noun	magnitude	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
mandato	noun	mandate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
manipulación	noun	manipulation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
mantel	noun	tablecloth	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
maratón	noun	marathon	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
marketing	noun	marketing	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
maternidad	noun	motherhood	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
mediar	verb	to mediate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
mediocre	adjective	mediocre	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
menor	noun	minor; child	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
menstruación	noun	menstruation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
mentalidad	noun	mentality	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
mero	noun	mere	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
metadato	noun	singular of metadatos	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
metamorfosis	noun	metamorphosis	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
millonario	adjective	millionaire	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
modernización	noun	modernization	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
modificación	noun	modification	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
monopolio	noun	monopoly	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
multiplicar	verb	to multiply	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
muscular	adjective	to build muscle mass by exercising	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
nacionalista	adjective	nationalist	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
navegación	noun	navigation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
nombramiento	noun	appointment (to a position)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
novedoso	adjective	novel, new	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
obedecer	verb	to obey	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
obstetricia	noun	obstetrics	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
obstáculo	noun	obstacle, hindrance	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
oleada	noun	wave, surge	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
orina	noun	urine	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
oxigenar	verb	to oxygenate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
panda	noun	panda	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
parcial	adjective	set	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
partícipe	noun	participant	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
pasional	adjective	passionate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
patada	noun	kick	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
paternidad	noun	paternity	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
pensante	adjective	thinking	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
persistir	verb	to persist	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
planteamiento	noun	approach, position	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
plasmar	verb	to mould, shape	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
pluripotencial	adjective	pluripotential	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ponderar	verb	to ponder, consider	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
preceder	verb	to precede	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
precisión	noun	precision	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
predicción	noun	prediction	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
prescripción	noun	prescription	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
presupuestario	adjective	budgetary	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
preventivo	adjective	preventive, preemptive	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
primordial	adjective	primordial	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
problemática	noun	feminine singular of problemático	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
proseguir	verb	to continue (proceed with, prolong)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
pues	adverb	so, then; in that case	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
puntilla	noun	puntilla, dagger	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
póliza	noun	policy (contract of insurance)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
radicar	verb	to root (to take root and begin to grow)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
recaer	verb	to fall to	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
recalcar	verb	to stress; to emphasize	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
recalentamiento	noun	reheating	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
recalentar	verb	to reheat, rewarm	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
reconducir	verb	to return	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
reconstituir	verb	to reconstitute	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
reconstrucción	noun	reconstruction	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
redistribución	noun	redistribution	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
regenerativo	adjective	regenerative	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
rehabilitación	noun	rehabilitation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
relevancia	noun	relevance	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
rentabilidad	noun	profitability	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
reportar	verb	to report	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
reproductivo	adjective	reproductive	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
repudiar	verb	to repudiate, disown	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
retención	noun	retention	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
rinoplastia	noun	rhinoplasty	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
rival	noun	rival	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
robot	noun	robot	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
rural	adjective	rural	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
rutina	noun	rutin	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
segunda	noun	second gear	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
sendos	det	each, each one, both	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
simétrico	adjective	symmetrical	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
sociológico	adjective	sociological	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
spa	noun	spa	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
sucesión	noun	succession	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
sugerencia	noun	suggestion	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
sumergir	verb	To submerge	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
supervisar	verb	to supervise	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
supuesto	noun	assumption, hypothesis	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
sustancial	adjective	substantial	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
sustentar	verb	to sustain, support	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
sustitución	noun	substitution	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
sísmico	adjective	seismic (relating to earthquakes)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
tardío	adjective	belated, tardy, delayed	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
teórico	adjective	theorist	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
tlaxcalteca	adjective	of	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
tolerancia	noun	tolerance	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
tolerar	verb	to tolerate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
topología	noun	topology	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
traidor	noun	traitor, betrayer	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
transacción	noun	transaction	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
transitorio	adjective	transitory	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
treintena	noun	thirty-some	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
tránsito	noun	transit	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
urbanístico	adjective	urban, urbanistic	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
vals	noun	waltz	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
vaticinar	verb	to predict, vaticinate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
veinteañero	noun	twentysomething	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
vertiginoso	adjective	vertiginous (pertaining or related to vertigo)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
vial	adjective	vial	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
vicioso	adjective	profligate, dissolute	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
vigente	adjective	in force, in effect	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
vinculación	noun	connection, link	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
virtud	noun	virtue	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
yeso	noun	plaster, gesso	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
abducir	verb	to abduce	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
abismo	noun	abyss (a bottomless or unfathomed depth)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aborto	noun	abortion	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
abrebotellas	noun	bottle opener	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
abridor	noun	opening	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
absolver	verb	to absolve	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
absorber	verb	to absorb	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
abstemio	adjective	teetotal	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
abstención	noun	abstention	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
abstracto	adjective	abstract (considered apart from any application to a	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aceituno	adjective	olive tree	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
acomplejar	verb	to give a psychological complex	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
acontecer	verb	happening; goings-on	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
acuarela	noun	watercolour (painting technique)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
acuartelamiento	noun	confinement to barracks	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
adentro	adverb	come in!	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aderezar	verb	to dress	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
adicional	adjective	additional (supplemental or added to something)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
adiestrar	verb	to train (to teach, to educate)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
admirable	adjective	admirable	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
adobe	noun	adobe	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
adueñar	verb	only used in se ... adueñar	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
adular	verb	to flatter	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
adyacente	adjective	adjacent	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
afanar	verb	to steal, pinch	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
afilar	verb	to sharpen	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aflorar	verb	to emerge, appear	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
afrentar	verb	to affront	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
agregar	verb	to add, collect	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
agresor	noun	aggressor, assailant	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aguafiestas	noun	party pooper	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aguante	noun	patience	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aguardar	verb	to wait	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aguijón	noun	stinger of an insect	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ahogado	noun	stalemate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ahuyentar	verb	to chase away, drive away	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
airoso	adjective	graceful	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ajoblanco	noun	a soup from Andalusia	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
albañil	noun	mason, bricklayer	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alberca	noun	water tank	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alcahuete	noun	gossip (person)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alcázar	noun	alcazar (Moorish fortress in Spain)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aldea	noun	village	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alegar	verb	to cite as a defence or justification for one's actions	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alegato	noun	allegation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aleta	noun	fin	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alfabeto	noun	alphabet	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alfabético	adjective	alphabetic, alphabetical	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alfiler	noun	pin (a needle without an eye used for fastening)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alfombra	noun	carpet	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alga	noun	alga	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aliado	noun	allied	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alistar	verb	to recruit	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
almacenamiento	noun	storage	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
almanaque	noun	almanac	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
almirante	noun	admiral	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
almirez	noun	large mortar (as in, mortar and pestle)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
almorrana	noun	hemorrhoid, haemorrhoid	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alteración	noun	alteration	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alucinante	adjective	hallucinatory	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alumbramiento	noun	birth, childbirth	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
alumbrar	verb	to illuminate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
amaestrar	verb	to train, school	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ambiguo	adjective	ambiguous	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
anaranjado	adjective	orange (the colour of the fruit of an orange tree)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
anchura	noun	width, breadth	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
andrógino	adjective	androgyne	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
anexionar	verb	to annex	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
anguila	noun	eel	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
angustiar	verb	to anguish, distress	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
anhelar	verb	to long for, to yearn	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ano	noun	anus	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
anormal	adjective	abnormal	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
antaño	adverb	the distant past	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
anteayer	adverb	day before yesterday	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
antecesor	noun	predecessor	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
antena	noun	antenna	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
antifaz	noun	domino mask, eyemask	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
antimosquito	adjective	antimosquito	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
antisocial	adjective	antisocial	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
apellidar	verb	to call by one's surname	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
apreciable	adjective	appreciable	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aprensivo	adjective	apprehensive	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aproximar	verb	to approach	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
apuro	noun	difficulty, predicament	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
arabización	noun	Arabization	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
araña	noun	spider	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
arañar	verb	to scratch	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
archivar	verb	to file, to archive	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ardiente	adjective	ardent	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
argumentación	noun	argument	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
arista	noun	edge (place where two faces of a polyhedron meet)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aristocracia	noun	aristocracy	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aristócrata	noun	aristocrat	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aroma	noun	aroma	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
arraigar	verb	to take root	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
arraigo	noun	rooting	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
arrinconar	verb	to corner, to pin down	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
arrogancia	noun	arrogance	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
arrollador	adjective	dumbfounding, amazing	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
arrollar	verb	to dumbfound	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
artefacto	noun	device, contraption	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
artesano	noun	artisan	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
arábigo	adjective	Arabic (language)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
asa	noun	handle of a vessel or container	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
asamblea	noun	assembly, meeting	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
asediar	verb	to besiege	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
asiduidad	noun	assiduity, assiduousness	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
asiduo	adjective	assiduous	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
asma	noun	asthma	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
asomar	verb	to show	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
asqueroso	adjective	disgusting, repulsive	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
astrolabio	noun	astrolabe (an astronomical and navigational instrument for	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
astrología	noun	astrology	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ataúd	noun	coffin, casket	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
atemorizar	verb	to scare, frighten	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aterrar	verb	to scare	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
atracadero	noun	pier	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
atraco	noun	mugging, robbery, holdup	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
atropellar	verb	to run over	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
auditorio	noun	audience	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aunar	verb	to join; to merge	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
autodominio	noun	self-mastery	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
autopsia	noun	autopsy	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
aventurar	verb	to risk	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
averiguar	verb	to find out, figure out	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
avería	noun	breakdown (a failure, particularly mechanical; something	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
